,datesold,price,bedrooms
2670,2010-07-30,395000,3
2671,2010-07-30,410000,3
2672,2010-07-30,420000,3
2673,2010-07-30,540000,4
2674,2010-07-30,820000,4
2675,2010-07-30,835000,3
2676,2010-07-31,935000,3
2677,2010-08-02,349950,3
2678,2010-08-02,419950,4
2679,2010-08-02,435000,3
2680,2010-08-02,435000,3
2681,2010-08-02,492500,3
2682,2010-08-02,555000,3
2683,2010-08-02,610000,5
2684,2010-08-02,625000,5
2685,2010-08-02,800000,3
2686,2010-08-02,1310000,5
2687,2010-08-03,395000,3
2688,2010-08-03,416000,3
2689,2010-08-03,588000,3
2690,2010-08-04,385000,3
2691,2010-08-04,415000,3
2692,2010-08-04,641000,3
2693,2010-08-05,360000,3
2694,2010-08-05,470000,3
2695,2010-08-05,691999,3
2696,2010-08-06,395000,3
2697,2010-08-06,465000,4
2698,2010-08-06,465000,3
2699,2010-08-06,532000,4
2700,2010-08-06,640000,4
2701,2010-08-07,357500,4
2702,2010-08-07,661000,3
2703,2010-08-09,357000,3
2704,2010-08-09,525000,4
2705,2010-08-09,592000,4
2706,2010-08-09,867000,4
2707,2010-08-10,410000,3
2708,2010-08-10,417000,3
2709,2010-08-10,549000,4
2710,2010-08-10,730000,3
2711,2010-08-11,562500,4
2712,2010-08-11,695000,3
2713,2010-08-11,900000,3
2714,2010-08-12,460000,3
2715,2010-08-12,485000,4
2716,2010-08-12,547000,4
2717,2010-08-12,810000,4
2718,2010-08-13,539000,3
2719,2010-08-13,550000,2
2720,2010-08-13,662500,4
2721,2010-08-14,535000,4
2722,2010-08-14,567500,3
2723,2010-08-14,600000,3
2724,2010-08-14,820000,4
2725,2010-08-14,1100000,4
2726,2010-08-16,500000,4
2727,2010-08-16,610000,4
2728,2010-08-16,620000,4
2729,2010-08-16,760000,5
2730,2010-08-16,880000,4
2731,2010-08-17,345000,1
2732,2010-08-17,410000,3
2733,2010-08-17,420000,3
2734,2010-08-17,430000,3
2735,2010-08-17,450000,3
2736,2010-08-17,496000,3
2737,2010-08-17,645500,4
2738,2010-08-17,710000,4
2739,2010-08-18,378000,3
2740,2010-08-18,427000,3
2741,2010-08-18,480000,4
2742,2010-08-18,515000,4
2743,2010-08-18,554000,5
2744,2010-08-19,340000,2
2745,2010-08-19,377500,3
2746,2010-08-19,494000,3
2747,2010-08-19,510000,3
2748,2010-08-19,595000,3
2749,2010-08-20,405000,3
2750,2010-08-20,518000,4
2751,2010-08-20,610000,4
2752,2010-08-20,650000,5
2753,2010-08-20,705000,3
2754,2010-08-20,763000,4
2755,2010-08-20,850000,4
2756,2010-08-21,550000,4
2757,2010-08-23,374600,3
2758,2010-08-23,431000,3
2759,2010-08-23,440000,3
2760,2010-08-23,445500,3
2761,2010-08-23,449000,3
2762,2010-08-23,465000,3
2763,2010-08-23,506000,3
2764,2010-08-23,515000,3
2765,2010-08-23,615000,4
2766,2010-08-23,725000,5
2767,2010-08-23,760000,3
2768,2010-08-23,801500,4
2769,2010-08-24,430000,3
2770,2010-08-24,555000,3
2771,2010-08-24,617000,3
2772,2010-08-24,630000,4
2773,2010-08-24,663000,4
2774,2010-08-25,755000,4
2775,2010-08-26,485000,4
2776,2010-08-26,527000,4
2777,2010-08-26,575000,3
2778,2010-08-27,431625,3
2779,2010-08-27,570000,4
2780,2010-08-27,573000,4
2781,2010-08-28,515000,4
2782,2010-08-28,570000,4
2783,2010-08-28,590000,3
2784,2010-08-28,921000,4
2785,2010-08-28,925000,5
2786,2010-08-29,575000,4
2787,2010-08-30,350000,2
2788,2010-08-30,380000,3
2789,2010-08-30,427000,3
2790,2010-08-30,435000,3
2791,2010-08-30,445000,3
2792,2010-08-30,457000,3
2793,2010-08-30,545000,4
2794,2010-08-30,703000,4
2795,2010-08-31,455000,3
2796,2010-08-31,499000,4
2797,2010-08-31,690000,5
2798,2010-08-31,730000,4
2799,2010-09-01,382500,3
2800,2010-09-01,417500,3
2801,2010-09-01,492000,4
2802,2010-09-01,550000,3
2803,2010-09-01,556188,3
2804,2010-09-02,420000,5
2805,2010-09-02,423000,3
2806,2010-09-02,440000,3
2807,2010-09-02,490000,3
2808,2010-09-02,580000,4
2809,2010-09-02,585000,3
2810,2010-09-02,760000,2
2811,2010-09-03,515000,4
2812,2010-09-03,555000,5
2813,2010-09-03,590000,4
2814,2010-09-04,448500,3
2815,2010-09-04,515000,3
2816,2010-09-04,551000,3
2817,2010-09-04,835000,3
2818,2010-09-04,890000,4
2819,2010-09-04,950000,4
2820,2010-09-06,388000,4
2821,2010-09-06,404000,3
2822,2010-09-06,595000,3
2823,2010-09-06,1200000,4
2824,2010-09-07,385000,3
2825,2010-09-07,503000,3
2826,2010-09-07,720000,3
2827,2010-09-07,755000,4
2828,2010-09-08,355000,3
2829,2010-09-08,428842,3
2830,2010-09-08,590000,4
2831,2010-09-08,702500,4
2832,2010-09-09,415000,3
2833,2010-09-09,440000,3
2834,2010-09-09,575000,3
2835,2010-09-10,350000,2
2836,2010-09-10,376000,3
2837,2010-09-10,385000,3
2838,2010-09-10,425000,3
2839,2010-09-10,440000,3
2840,2010-09-10,460000,3
2841,2010-09-10,460000,4
2842,2010-09-10,535000,4
2843,2010-09-10,660000,4
2844,2010-09-10,700000,4
2845,2010-09-10,965000,3
2846,2010-09-11,511000,3
2847,2010-09-11,534000,4
2848,2010-09-11,684000,4
2849,2010-09-11,688000,3
2850,2010-09-11,805000,5
2851,2010-09-13,390000,3
2852,2010-09-13,445000,3
2853,2010-09-13,540000,4
2854,2010-09-14,429950,3
2855,2010-09-14,545000,4
2856,2010-09-15,418000,3
2857,2010-09-15,435000,3
2858,2010-09-15,635000,2
2859,2010-09-15,765000,3
2860,2010-09-16,417500,3
2861,2010-09-16,469000,3
2862,2010-09-16,840000,4
2863,2010-09-17,412000,3
2864,2010-09-17,485000,4
2865,2010-09-17,747500,5
2866,2010-09-18,405000,3
2867,2010-09-18,465000,3
2868,2010-09-18,780000,5
2869,2010-09-18,930000,5
2870,2010-09-20,446000,3
2871,2010-09-20,510000,4
2872,2010-09-20,607000,2
2873,2010-09-20,670000,4
2874,2010-09-20,705000,4
2875,2010-09-21,110000,4
2876,2010-09-21,500000,4
2877,2010-09-21,750000,4
2878,2010-09-21,975000,4
2879,2010-09-22,448000,3
2880,2010-09-22,603000,4
2881,2010-09-23,341000,3
2882,2010-09-23,431000,3
2883,2010-09-23,488500,4
2884,2010-09-23,620000,3
2885,2010-09-23,785000,5
2886,2010-09-24,430000,3
2887,2010-09-24,450000,4
2888,2010-09-24,500000,4
2889,2010-09-24,635000,3
2890,2010-09-24,717500,3
2891,2010-09-25,435000,3
2892,2010-09-25,482500,3
2893,2010-09-25,620000,4
2894,2010-09-25,625000,3
2895,2010-09-25,663000,3
2896,2010-09-25,830000,3
2897,2010-09-26,545000,4
2898,2010-09-26,590000,4
2899,2010-09-28,360000,3
2900,2010-09-28,441000,3
2901,2010-09-28,526000,3
2902,2010-09-28,555000,4
2903,2010-09-28,565000,3
2904,2010-09-28,573000,3
2905,2010-09-28,840000,3
2906,2010-09-29,405000,3
2907,2010-09-29,485000,3
2908,2010-09-29,535000,4
2909,2010-09-29,662500,4
2910,2010-09-30,369950,3
2911,2010-09-30,427000,3
2912,2010-09-30,445000,4
2913,2010-09-30,450000,3
2914,2010-09-30,453000,3
2915,2010-09-30,510000,4
2916,2010-09-30,516000,4
2917,2010-09-30,583000,4
2918,2010-09-30,616500,5
2919,2010-10-01,392000,3
2920,2010-10-01,413250,3
2921,2010-10-01,433000,3
2922,2010-10-01,450000,2
2923,2010-10-01,455000,3
2924,2010-10-01,500000,4
2925,2010-10-01,520000,4
2926,2010-10-01,812000,4
2927,2010-10-01,820000,2
2928,2010-10-01,920000,4
2929,2010-10-02,535000,4
2930,2010-10-02,773000,4
2931,2010-10-05,470000,3
2932,2010-10-05,585000,4
2933,2010-10-06,534000,4
2934,2010-10-06,785000,4
2935,2010-10-07,433500,4
2936,2010-10-07,437000,3
2937,2010-10-07,525000,4
2938,2010-10-07,830000,5
2939,2010-10-08,349000,2
2940,2010-10-08,485000,3
2941,2010-10-08,1126000,4
2942,2010-10-08,1187000,4
2943,2010-10-09,538000,2
2944,2010-10-09,575000,3
2945,2010-10-09,590000,4
2946,2010-10-09,595000,4
2947,2010-10-09,830000,4
2948,2010-10-09,898000,4
2949,2010-10-09,905000,4
2950,2010-10-11,445000,3
2951,2010-10-11,450000,3
2952,2010-10-11,480000,3
2953,2010-10-11,480000,3
2954,2010-10-12,349950,2
2955,2010-10-12,715000,4
2956,2010-10-13,403200,3
2957,2010-10-13,425000,3
2958,2010-10-13,678000,4
2959,2010-10-14,516000,4
2960,2010-10-14,647000,4
2961,2010-10-15,469000,3
2962,2010-10-15,525500,4
2963,2010-10-15,893000,4
2964,2010-10-16,565000,4
2965,2010-10-16,660000,3
2966,2010-10-16,765000,3
2967,2010-10-16,785000,3
2968,2010-10-18,570000,4
2969,2010-10-18,605000,4
2970,2010-10-18,679950,4
2971,2010-10-19,444000,3
2972,2010-10-19,446000,3
2973,2010-10-19,505000,4
2974,2010-10-19,505000,4
2975,2010-10-19,570000,5
2976,2010-10-19,850000,3
2977,2010-10-20,495000,4
2978,2010-10-20,543000,4
2979,2010-10-20,575000,3
2980,2010-10-20,580000,4
2981,2010-10-20,585000,4
2982,2010-10-20,590000,4
2983,2010-10-20,640000,3
2984,2010-10-20,730000,5
2985,2010-10-21,445000,3
2986,2010-10-21,563000,4
2987,2010-10-21,647500,5
2988,2010-10-21,680000,3
2989,2010-10-22,444000,3
2990,2010-10-22,463500,3
2991,2010-10-22,635000,4
2992,2010-10-23,408000,3
2993,2010-10-23,510000,3
2994,2010-10-23,700000,3
2995,2010-10-23,712000,3
2996,2010-10-23,722000,4
2997,2010-10-23,790000,3
2998,2010-10-25,385000,3
2999,2010-10-25,445000,3
3000,2010-10-25,495000,4
3001,2010-10-25,531000,3
3002,2010-10-25,555000,5
3003,2010-10-25,600000,4
3004,2010-10-26,420000,3
3005,2010-10-26,479000,3
3006,2010-10-26,565000,3
3007,2010-10-27,395000,3
3008,2010-10-27,430000,3
3009,2010-10-27,443000,2
3010,2010-10-27,444990,3
3011,2010-10-27,460000,4
3012,2010-10-27,467500,5
3013,2010-10-27,710000,3
3014,2010-10-28,368000,2
3015,2010-10-28,412000,3
3016,2010-10-28,504000,4
3017,2010-10-28,520000,4
3018,2010-10-28,588000,3
3019,2010-10-28,645000,4
3020,2010-10-28,1000000,4
3021,2010-10-29,415000,3
3022,2010-10-29,425000,2
3023,2010-10-29,430000,3
3024,2010-10-29,450000,3
3025,2010-10-29,461000,3
3026,2010-10-29,640000,3
3027,2010-10-30,512000,3
3028,2010-10-30,530500,3
3029,2010-10-30,788000,4
3030,2010-10-30,1000000,3
3031,2010-10-30,1010000,4
3032,2010-10-30,1530000,5
3033,2010-11-01,445000,3
3034,2010-11-01,447000,3
3035,2010-11-01,470000,3
3036,2010-11-01,640000,3
3037,2010-11-01,645000,4
3038,2010-11-02,414000,3
3039,2010-11-02,432500,3
3040,2010-11-02,470000,3
3041,2010-11-02,516500,4
3042,2010-11-02,580000,4
3043,2010-11-02,729000,4
3044,2010-11-03,429000,3
3045,2010-11-03,480000,3
3046,2010-11-03,515000,4
3047,2010-11-03,670000,3
3048,2010-11-03,980000,4
3049,2010-11-04,477500,4
3050,2010-11-04,625000,4
3051,2010-11-04,625000,4
3052,2010-11-04,1175000,3
3053,2010-11-05,325000,3
3054,2010-11-05,465000,3
3055,2010-11-05,500000,4
3056,2010-11-05,530000,4
3057,2010-11-05,545000,3
3058,2010-11-05,725000,4
3059,2010-11-05,815000,3
3060,2010-11-06,433000,3
3061,2010-11-06,456000,3
3062,2010-11-06,472000,3
3063,2010-11-06,510000,3
3064,2010-11-06,535000,4
3065,2010-11-06,535000,4
3066,2010-11-06,605000,3
3067,2010-11-08,375000,3
3068,2010-11-08,398000,3
3069,2010-11-08,415000,3
3070,2010-11-08,440000,4
3071,2010-11-08,449950,4
3072,2010-11-08,533000,3
3073,2010-11-08,627000,4
3074,2010-11-08,647000,5
3075,2010-11-08,712000,4
3076,2010-11-08,765000,4
3077,2010-11-08,920444,5
3078,2010-11-09,492000,4
3079,2010-11-09,517000,4
3080,2010-11-09,560000,3
3081,2010-11-09,980000,5
3082,2010-11-10,390000,3
3083,2010-11-10,415000,2
3084,2010-11-10,465000,4
3085,2010-11-10,480000,3
3086,2010-11-10,500000,3
3087,2010-11-10,540000,4
3088,2010-11-10,665000,3
3089,2010-11-10,1567140,5
3090,2010-11-11,405000,2
3091,2010-11-11,410000,3
3092,2010-11-11,437500,3
3093,2010-11-11,536000,4
3094,2010-11-11,585000,4
3095,2010-11-11,645000,3
3096,2010-11-12,400000,3
3097,2010-11-12,410500,3
3098,2010-11-12,490000,4
3099,2010-11-12,585000,3
3100,2010-11-12,590000,4
3101,2010-11-12,685000,5
3102,2010-11-12,690000,3
3103,2010-11-12,762000,4
3104,2010-11-12,1100000,5
3105,2010-11-13,613000,3
3106,2010-11-13,730000,4
3107,2010-11-13,980000,4
3108,2010-11-13,1130000,5
3109,2010-11-13,1700000,4
3110,2010-11-15,380000,3
3111,2010-11-15,430000,3
3112,2010-11-15,460000,4
3113,2010-11-15,480000,3
3114,2010-11-15,505000,3
3115,2010-11-15,526500,3
3116,2010-11-15,555000,3
3117,2010-11-15,612500,4
3118,2010-11-15,620000,4
3119,2010-11-15,629950,3
3120,2010-11-15,736000,5
3121,2010-11-15,870000,5
3122,2010-11-16,463000,3
3123,2010-11-16,471500,4
3124,2010-11-16,770000,5
3125,2010-11-17,375000,3
3126,2010-11-17,459000,3
3127,2010-11-17,595000,3
3128,2010-11-17,610000,3
3129,2010-11-17,950000,4
3130,2010-11-17,1151500,5
3131,2010-11-18,398000,3
3132,2010-11-18,557500,4
3133,2010-11-18,739500,4
3134,2010-11-18,965000,4
3135,2010-11-19,410000,3
3136,2010-11-19,419000,3
3137,2010-11-19,429950,3
3138,2010-11-19,560000,4
3139,2010-11-19,560000,4
3140,2010-11-19,560000,3
3141,2010-11-19,565000,4
3142,2010-11-19,568000,4
3143,2010-11-19,650000,4
3144,2010-11-20,442500,4
3145,2010-11-20,478000,3
3146,2010-11-20,500000,3
3147,2010-11-20,550500,3
3148,2010-11-20,1075000,5
3149,2010-11-20,1105000,5
3150,2010-11-22,412500,3
3151,2010-11-22,429000,3
3152,2010-11-22,485000,3
3153,2010-11-22,558000,4
3154,2010-11-22,595000,5
3155,2010-11-22,635000,4
3156,2010-11-22,635000,3
3157,2010-11-22,645000,4
3158,2010-11-22,675000,4
3159,2010-11-23,520000,4
3160,2010-11-23,562000,4
3161,2010-11-24,415000,3
3162,2010-11-24,485000,3
3163,2010-11-24,515000,3
3164,2010-11-24,527000,4
3165,2010-11-24,581500,4
3166,2010-11-25,410000,3
3167,2010-11-25,460000,3
3168,2010-11-25,502000,4
3169,2010-11-25,532500,5
3170,2010-11-25,600000,4
3171,2010-11-25,714000,4
3172,2010-11-26,520000,4
3173,2010-11-26,530000,3
3174,2010-11-26,558000,4
3175,2010-11-26,570000,4
3176,2010-11-26,645000,4
3177,2010-11-27,347500,3
3178,2010-11-27,488000,2
3179,2010-11-27,860000,3
3180,2010-11-27,860000,5
3181,2010-11-27,930000,4
3182,2010-11-29,400000,3
3183,2010-11-29,410000,3
3184,2010-11-29,470000,3
3185,2010-11-29,515000,4
3186,2010-11-29,517500,5
3187,2010-11-29,545000,4
3188,2010-11-29,880000,4
3189,2010-11-29,910000,3
3190,2010-11-29,1240000,4
3191,2010-11-30,412500,3
3192,2010-11-30,550500,4
3193,2010-11-30,671000,4
3194,2010-11-30,775000,4
3195,2010-11-30,1675000,5
3196,2010-12-01,386000,3
3197,2010-12-01,412500,3
3198,2010-12-01,453500,3
3199,2010-12-01,481700,3
3200,2010-12-01,512000,4
3201,2010-12-01,541000,4
3202,2010-12-01,609000,4
3203,2010-12-01,667500,4
3204,2010-12-01,740000,4
3205,2010-12-01,820000,4
3206,2010-12-02,420000,3
3207,2010-12-02,450000,3
3208,2010-12-02,460000,3
3209,2010-12-02,527000,4
3210,2010-12-02,630000,4
3211,2010-12-02,675000,3
3212,2010-12-02,835000,3
3213,2010-12-03,327000,2
3214,2010-12-03,437000,3
3215,2010-12-03,437500,3
3216,2010-12-03,515000,4
3217,2010-12-03,539950,4
3218,2010-12-04,480000,4
3219,2010-12-04,545000,4
3220,2010-12-04,550000,3
3221,2010-12-04,555000,3
3222,2010-12-04,702500,4
3223,2010-12-04,735000,4
3224,2010-12-04,910000,4
3225,2010-12-04,940000,4
3226,2010-12-04,1101000,4
3227,2010-12-06,420000,3
3228,2010-12-07,420000,3
3229,2010-12-07,575000,4
3230,2010-12-08,326000,2
3231,2010-12-08,371000,3
3232,2010-12-08,410000,3
3233,2010-12-08,430000,3
3234,2010-12-08,470000,4
3235,2010-12-08,531000,4
3236,2010-12-08,543500,4
3237,2010-12-08,580000,4
3238,2010-12-08,900000,5
3239,2010-12-08,900000,3
3240,2010-12-08,935000,3
3241,2010-12-09,355000,3
3242,2010-12-09,397000,3
3243,2010-12-09,417500,3
3244,2010-12-09,420000,4
3245,2010-12-09,562000,4
3246,2010-12-10,420000,2
3247,2010-12-10,485000,3
3248,2010-12-10,522000,4
3249,2010-12-10,560000,3
3250,2010-12-10,575000,4
3251,2010-12-10,580000,3
3252,2010-12-10,635000,3
3253,2010-12-10,755000,4
3254,2010-12-11,487500,4
3255,2010-12-11,610000,4
3256,2010-12-11,812000,4
3257,2010-12-11,1255000,4
3258,2010-12-12,470000,4
3259,2010-12-12,734000,4
3260,2010-12-13,415000,3
3261,2010-12-13,430000,3
3262,2010-12-13,442500,3
3263,2010-12-13,500000,4
3264,2010-12-13,541000,3
3265,2010-12-13,550000,4
3266,2010-12-13,655000,3
3267,2010-12-13,940000,3
3268,2010-12-13,962000,4
3269,2010-12-14,350000,3
3270,2010-12-14,360000,2
3271,2010-12-14,430000,3
3272,2010-12-14,471000,3
3273,2010-12-14,545000,4
3274,2010-12-14,655000,4
3275,2010-12-14,760000,5
3276,2010-12-14,775000,5
3277,2010-12-14,940000,4
3278,2010-12-15,345000,2
3279,2010-12-15,393000,3
3280,2010-12-15,422000,3
3281,2010-12-15,497000,4
3282,2010-12-15,525000,4
3283,2010-12-15,660000,4
3284,2010-12-15,663000,3
3285,2010-12-16,390000,3
3286,2010-12-16,460000,2
3287,2010-12-16,540000,4
3288,2010-12-16,568000,4
3289,2010-12-16,585000,4
3290,2010-12-16,655000,4
3291,2010-12-16,789000,3
3292,2010-12-17,600000,5
3293,2010-12-17,712000,3
3294,2010-12-17,732500,5
3295,2010-12-18,400000,3
3296,2010-12-18,431000,3
3297,2010-12-18,475000,3
3298,2010-12-18,756000,3
3299,2010-12-19,715000,3
3300,2010-12-20,500000,4
3301,2010-12-21,399000,3
3302,2010-12-21,485000,3
3303,2010-12-21,725000,4
3304,2010-12-21,780000,5
3305,2010-12-22,326500,1
3306,2010-12-22,346000,2
3307,2010-12-22,429000,3
3308,2010-12-22,441250,3
3309,2010-12-22,490000,3
3310,2010-12-22,552000,3
3311,2010-12-22,580000,4
3312,2010-12-22,600000,4
3313,2010-12-22,806000,4
3314,2010-12-22,860000,4
3315,2010-12-23,389000,3
3316,2010-12-23,395000,3
3317,2010-12-23,410000,3
3318,2010-12-23,427000,3
3319,2010-12-23,430000,3
3320,2010-12-23,467000,3
3321,2010-12-23,486000,3
3322,2010-12-23,510000,4
3323,2010-12-23,534000,4
3324,2010-12-23,625000,3
3325,2010-12-23,670000,3
3326,2010-12-23,687000,4
3327,2010-12-23,767000,4
3328,2010-12-24,447000,4
3329,2010-12-24,457500,3
3330,2010-12-24,595000,3
3331,2011-01-04,474000,4
3332,2011-01-05,410000,3
3333,2011-01-05,440000,3
3334,2011-01-06,405100,3
3335,2011-01-06,415000,3
3336,2011-01-06,455000,3
3337,2011-01-06,568500,4
3338,2011-01-07,361500,3
3339,2011-01-07,396000,3
3340,2011-01-10,438000,3
3341,2011-01-10,465000,4
3342,2011-01-10,505000,4
3343,2011-01-10,820000,4
3344,2011-01-11,439950,3
3345,2011-01-11,745000,3
3346,2011-01-12,445000,3
3347,2011-01-12,510000,4
3348,2011-01-12,525000,4
3349,2011-01-12,529000,4
3350,2011-01-12,555000,4
3351,2011-01-13,485000,4
3352,2011-01-13,500000,4
3353,2011-01-13,520000,3
3354,2011-01-14,440000,3
3355,2011-01-14,465000,3
3356,2011-01-14,470000,4
3357,2011-01-14,560000,5
3358,2011-01-15,860000,5
3359,2011-01-17,370000,3
3360,2011-01-17,480000,4
3361,2011-01-17,569000,4
3362,2011-01-17,608800,4
3363,2011-01-18,410000,3
3364,2011-01-18,438000,3
3365,2011-01-18,452500,3
3366,2011-01-18,2060000,5
3367,2011-01-19,509950,3
3368,2011-01-19,550000,4
3369,2011-01-19,630000,3
3370,2011-01-20,355000,3
3371,2011-01-20,384000,3
3372,2011-01-20,414000,3
3373,2011-01-20,418330,3
3374,2011-01-20,545000,3
3375,2011-01-20,661000,4
3376,2011-01-21,386000,3
3377,2011-01-21,425050,4
3378,2011-01-21,529950,3
3379,2011-01-21,550000,5
3380,2011-01-21,616500,4
3381,2011-01-22,405000,3
3382,2011-01-24,405000,3
3383,2011-01-24,430000,3
3384,2011-01-24,445000,3
3385,2011-01-24,650000,4
3386,2011-01-25,416000,3
3387,2011-01-25,435000,3
3388,2011-01-25,485000,3
3389,2011-01-25,622000,4
3390,2011-01-25,623000,4
3391,2011-01-25,631500,4
3392,2011-01-27,430000,3
3393,2011-01-27,567500,3
3394,2011-01-27,805000,3
3395,2011-01-28,340000,2
3396,2011-01-28,453000,4
3397,2011-01-28,520000,4
3398,2011-01-31,490000,3
3399,2011-01-31,574500,4
3400,2011-02-01,420000,3
3401,2011-02-01,428100,3
3402,2011-02-02,370000,1
3403,2011-02-02,480500,3
3404,2011-02-02,510012,3
3405,2011-02-02,525000,4
3406,2011-02-02,588500,4
3407,2011-02-03,389000,3
3408,2011-02-03,441000,3
3409,2011-02-03,580000,3
3410,2011-02-03,625000,2
3411,2011-02-04,550000,3
3412,2011-02-04,550000,4
3413,2011-02-04,607000,5
3414,2011-02-05,482000,3
3415,2011-02-05,580000,4
3416,2011-02-05,670000,3
3417,2011-02-05,888000,4
3418,2011-02-05,1035000,5
3419,2011-02-07,235000,4
3420,2011-02-07,399950,3
3421,2011-02-07,440000,3
3422,2011-02-07,446000,3
3423,2011-02-07,695000,4
3424,2011-02-08,420000,3
3425,2011-02-08,482000,3
3426,2011-02-08,497500,4
3427,2011-02-08,535000,4
3428,2011-02-08,565000,4
3429,2011-02-08,620000,4
3430,2011-02-09,425000,3
3431,2011-02-09,425000,3
3432,2011-02-09,459000,4
3433,2011-02-09,616000,4
3434,2011-02-09,625000,4
3435,2011-02-09,834000,3
3436,2011-02-09,900000,5
3437,2011-02-10,280000,2
3438,2011-02-10,461000,3
3439,2011-02-10,477000,3
3440,2011-02-10,538888,4
3441,2011-02-10,563100,4
3442,2011-02-10,680000,4
3443,2011-02-10,700000,4
3444,2011-02-11,602000,4
3445,2011-02-11,620000,4
3446,2011-02-12,1220000,4
3447,2011-02-14,395000,3
3448,2011-02-14,445000,3
3449,2011-02-14,481000,4
3450,2011-02-14,515000,4
3451,2011-02-14,630000,3
3452,2011-02-14,700000,5
3453,2011-02-15,406000,3
3454,2011-02-15,420000,3
3455,2011-02-15,449000,3
3456,2011-02-15,460000,3
3457,2011-02-15,466000,3
3458,2011-02-15,496000,3
3459,2011-02-15,620000,3
3460,2011-02-15,650000,4
3461,2011-02-16,600000,4
3462,2011-02-17,445000,3
3463,2011-02-17,462000,3
3464,2011-02-17,500000,4
3465,2011-02-17,545000,4
3466,2011-02-17,587000,3
3467,2011-02-17,760000,5
3468,2011-02-18,370000,3
3469,2011-02-18,429500,3
3470,2011-02-18,430000,3
3471,2011-02-18,442500,3
3472,2011-02-18,446000,3
3473,2011-02-18,465000,3
3474,2011-02-18,527000,3
3475,2011-02-18,755000,5
3476,2011-02-18,1150000,3
3477,2011-02-19,412000,3
3478,2011-02-19,500000,3
3479,2011-02-19,515000,3
3480,2011-02-19,523000,4
3481,2011-02-19,580000,3
3482,2011-02-19,645000,4
3483,2011-02-19,880000,5
3484,2011-02-19,980000,5
3485,2011-02-19,990000,3
3486,2011-02-20,420000,3
3487,2011-02-21,385000,3
3488,2011-02-21,402500,3
3489,2011-02-21,460000,3
3490,2011-02-21,545000,4
3491,2011-02-21,780000,3
3492,2011-02-22,399950,1
3493,2011-02-22,417500,3
3494,2011-02-22,446000,3
3495,2011-02-22,475000,3
3496,2011-02-22,485000,4
3497,2011-02-22,506500,3
3498,2011-02-22,662500,4
3499,2011-02-23,420000,3
3500,2011-02-23,465000,3
3501,2011-02-23,615000,3
3502,2011-02-23,650000,3
3503,2011-02-24,399000,3
3504,2011-02-24,409000,3
3505,2011-02-24,491000,4
3506,2011-02-24,570000,4
3507,2011-02-24,570000,3
3508,2011-02-24,590000,5
3509,2011-02-25,409000,3
3510,2011-02-25,419000,3
3511,2011-02-25,486500,3
3512,2011-02-25,510000,4
3513,2011-02-25,657000,4
3514,2011-02-25,750000,4
3515,2011-02-25,868000,4
3516,2011-02-26,447000,3
3517,2011-02-26,474000,4
3518,2011-02-26,502500,4
3519,2011-02-26,627500,4
3520,2011-02-26,630000,4
3521,2011-02-26,837000,3
3522,2011-02-27,435000,1
3523,2011-02-28,555000,4
3524,2011-02-28,588000,4
3525,2011-02-28,685000,4
3526,2011-02-28,715000,3
3527,2011-02-28,1140000,4
3528,2011-03-01,415500,4
3529,2011-03-01,419134,3
3530,2011-03-01,420000,3
3531,2011-03-01,507500,4
3532,2011-03-01,720000,3
3533,2011-03-01,725000,4
3534,2011-03-01,875000,5
3535,2011-03-02,438000,3
3536,2011-03-02,442500,3
3537,2011-03-02,477500,3
3538,2011-03-02,600000,3
3539,2011-03-02,610000,4
3540,2011-03-03,580000,4
3541,2011-03-03,587000,4
3542,2011-03-03,647750,4
3543,2011-03-03,665000,4
3544,2011-03-04,340000,2
3545,2011-03-04,425000,3
3546,2011-03-04,430000,3
3547,2011-03-04,480000,3
3548,2011-03-04,611000,4
3549,2011-03-04,1350001,4
3550,2011-03-05,391000,3
3551,2011-03-05,482000,4
3552,2011-03-05,516000,4
3553,2011-03-05,522000,2
3554,2011-03-05,535000,4
3555,2011-03-05,538000,4
3556,2011-03-05,568000,2
3557,2011-03-05,618000,4
3558,2011-03-05,654000,4
3559,2011-03-05,699000,4
3560,2011-03-05,810000,4
3561,2011-03-05,850000,3
3562,2011-03-05,870000,3
3563,2011-03-05,940000,5
3564,2011-03-07,442000,3
3565,2011-03-07,580000,3
3566,2011-03-07,665000,4
3567,2011-03-08,390000,3
3568,2011-03-08,565000,3
3569,2011-03-08,750000,4
3570,2011-03-08,1100000,4
3571,2011-03-09,424590,3
3572,2011-03-09,434000,3
3573,2011-03-09,729000,3
3574,2011-03-10,472000,3
3575,2011-03-10,520000,4
3576,2011-03-10,790000,4
3577,2011-03-11,567632,4
3578,2011-03-11,574950,3
3579,2011-03-11,950000,4
3580,2011-03-11,975000,4
3581,2011-03-12,1750000,5
3582,2011-03-15,390000,3
3583,2011-03-15,400000,3
3584,2011-03-15,418000,3
3585,2011-03-15,470000,3
3586,2011-03-15,490000,3
3587,2011-03-15,580000,5
3588,2011-03-15,627000,5
3589,2011-03-15,1050000,4
3590,2011-03-16,382000,3
3591,2011-03-16,418500,3
3592,2011-03-16,440000,3
3593,2011-03-16,455000,3
3594,2011-03-16,561000,4
3595,2011-03-16,570000,3
3596,2011-03-16,650000,4
3597,2011-03-16,670000,4
3598,2011-03-16,731000,2
3599,2011-03-16,1100000,4
